353449991465993_1043794282431557,"黃小隊長,您為這個社會的付出,會永遠留在我們的心中,願您無牽無掛,不再有病痛,一路走好。本段影片即為2016年11月他帶隊追捕持槍嫌犯的影像,當時將嫌犯帶返偵辦時發現腹痛如絞就醫後驚覺罹癌至今天(2017/03/04凌晨)己順利完成他守護人間的任務了……
https://m.facebook.com/story.php?story_fbid=966004733543846&id=353449991465993自由電子報-攻堅逮人後肚子痛 反恐特勤小隊長發現癌末今辭世
http://news.ltn.com.tw/news/life/breakingnews/1993412前立委貼身隨扈　反恐特警小隊長肝癌末期不治
http://www.nownews.com/n/2017/03/04/242752946歲英勇特勤小隊長黃軍麒罹癌去世 警界遺憾
https://udn.com/news/plus/9733/2320905「生命不會消失,他會以另一種形式再次相逢」,也許我不認識您,但我要謝謝您的認真和奉獻,希望我對您的感謝,您在天上能聽得見!!",20170304,4884,1,219

353449991465993_1043031962507789,原來愛與鐵血也可以那麼PPAP❤,20170303,1468,5,21

353449991465993_1042275559250096,"#愛與鐵血2.0(28)有警察的地方，正義一定存在#打擊犯罪你我一起來
#保大特勤雷虎",20170302,8964,424,254

353449991465993_1037574369720215,"高雄市婦幼警察隊官網
https://www.facebook.com/kcwcpb/videos/1870419493195204/#務必看到影片最後一定給你滿滿的大驚喜
#女子防身術報名專線:07-2716658，07-2716659",20170223,2499,221,156

353449991465993_1037094023101583,"愛與鐵血2.0(27)警察也是甘苦人...#佛珠所長也是苦過來的
#仁武分局",20170222,14849,988,522

353449991465993_1033154346828884,"#愛與鐵血2.0(26)女警之怒，聞風喪膽#女警之火可以燎原，請不要讓她不高興
#苓雅分局",20170217,16048,1603,1265

353449991465993_1031673130310339,"愛與鐵血2.0(25)警察大叔完勝小鮮肉...#本片經取得家長同意後露臉播放
#天生喜感超有戲
#鹽埕分局五福四路派出所",20170215,9683,701,432

353449991465993_1030012363809749,20萬的粉絲，把心中的那份信賴與認同交付在我們身上，我們沒有停下來的理由和藉口，必須扛起責任的繼續向前走，謝謝你們，因為你們就是我們努力的最大成就！,20170212,2880,8,76

353449991465993_1028674490610203,"🕯【元宵節快樂】🏮
隨著天燈冉冉上升,你許了什麼願望呢？
我們由衷的祝福大家都能平安健康幸福
願望很簡單卻很真摯❤和家人吃碗熱湯圓 賞賞花燈
讓幸福溫暖洋溢
寒流來襲,大家一定要注意保暖喔！⛄",20170211,929,5,17

353449991465993_1028215663989419,"愛與鐵血2.0(24)--警察的南丁格爾謝謝妳，鍾小姐生死一線:
https://m.facebook.com/story.php?story_fbid=1027425594068426&id=353449991465993",20170210,6178,210,148

353449991465993_1027425594068426,"愛與鐵血2.0(24)警察的選擇#你的分享會是最強的力量
#苓雅分局凱旋所",20170209,53115,28453,3643

353449991465993_1025550894255896,"愛與鐵血2.0(23)分合進擊、全面圍捕#跑是不能解決問題的
#三民二分局鼎金所",20170206,11334,444,511

353449991465993_1023624011115251,"【👌0住竊、0搶奪、0A1，高雄市民好心安👍】➡春安期間零A1高市警察伯伯辛苦了-蘋果日報
https://goo.gl/pR232K
➡高巿警春節護鈔零搶奪 舉家外出零失竊 - 中時電子報
https://goo.gl/rKRy9m
➡高巿警春節護鈔零搶奪 舉家外出零失竊----中天快點新聞
https://goo.gl/R4XrU2
➡香港東方日報--春節護鈔零搶奪 舉家外出零失竊
https://goo.gl/hq4qrM",20170203,1222,33,12

353449991465993_1023347594476226,"【愛與鐵血&卡提諾狂新聞Partll活動抽獎囉～】謝謝大家的支持與喜愛,讓我們影片分享次數超過5千,按讚破萬！小編今天抽出10名幸運兒,得獎名單如圖示,請被抽中的朋友私訊小編收件地址及聯絡方式,小編會把幸運盡速寄到喲～✉✉✉
也請沒抽到的朋友別氣餒,小編集氣祝福大家新年好運來,錯過這次,把幸運累積,下一期樂透頭彩94你👆👆👆👆👆",20170203,687,10,10

353449991465993_1022769817867337,"【🚗春節期間零A1,高雄市民好平安🚓】🔺中時即時-高巿過年5年來首度零死亡交通事故
http://www.chinatimes.com/realtimenews/20170202004433-260402🔺今年春節A1車禍破紀錄掛0 比去年少死7人原因是... 自由時報電子報 https://goo.gl/ghKcpG🔺高雄市政府警察局反酒駕劇場系列：
https://goo.gl/RxOsnN
https://goo.gl/Nz5y7F
https://goo.gl/rdmJfn
https://goo.gl/1WOpVJ",20170202,1807,12,32

353449991465993_1021176944693291,"🏮愛與鐵血之----燈謎大亂猜Part2🏮上一個燈謎大家有猜對嗎？
答案是：【積(雞)少成(橙)多】
連結在此 歡迎大家回顧
https://goo.gl/jDN42w
這次的答案超簡單
大家快來猜猜看吧～
➡提示⬅
🔺答案都是4個字,不一定是成語喔！
🔺4個字裡面一定有一個「ㄐㄧ」字
🔺答案就在圖片中 發揮聯想猜猜看
🔺歡迎大家分享給親朋好友一起猜～
🔺正確答案小編會再公布給大家喲～
🔺題目會越來越難 歡迎大家來挑戰編編",20170131,519,4,38

353449991465993_1017437168400602,"愛與鐵血2.0(22)---反酒系列劇場EP4也許你喝酒原因，是我無法懂的苦痛；
但你最後決定酒駕的理由再多，都不值得我去懂。#醉過才知酒濃 撞過方知頭痛??
#真希望有面正義的隱形玻璃可以阻擋所有酒駕者的路⚠
感謝️Brickyard 紅磚地窖火力支援+技術指導🍸",20170130,1442,75,18

